bookTitle,bookRating,ISBN,bookAuthor,yearOfPublication,Publisher,url,bookImage,bookDesc,ratingCount,bookPages,bookGenres
Congo,3.61,345378490,Michael Crichton,1995,Ballantine Books,https://www.goodreads.com/book/show/7672.Congo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388889401l/7672.jpg,"Deep in the African rain forest, near the legendary ruins of the Lost City of Zinj, an expedition of eight American geologists is mysteriously and brutally killed in a matter of minutes.Ten thousand miles away, Karen Ross, the Congo Project Supervisor, watches a gruesome video transmission of the aftermath: a camp destroyed, tents crushed and torn, equipment scattered in the mud alongside dead bodies — all motionless except for one moving image — a grainy, dark, man-shaped blur.In San Francisco, primatologist Peter Elliot works with Amy, a gorilla with an extraordinary vocabulary of 620 “signs,” the most ever learned by a primate, and she likes to fingerpaint. But recently, her behavior has been erratic and her drawings match, with stunning accuracy, the brittle pages of a Portuguese print dating back to 1642 . . . a drawing of an ancient lost city. A new expedition — along with Amy — is sent into the Congo where they enter a secret world, and the only way out may be through a horrifying death …source: michaelcrichton.com",164719,442 pages,"['Fiction', 'ScienceFiction', 'Thriller', 'Adventure', 'Horror', 'Mystery', 'Suspense', 'Cultural-Africa', 'Novels', 'Thriller-MysteryThriller']"
Scarlett,3.56,2253064122,Alexandra Ripley,1993,LGF,https://www.goodreads.com/book/show/73062.Scarlett,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438534619l/73062._SY475_.jpg,"The timeless tale continues... The most popular and beloved American historical novel ever written, Margaret Mitchell's Gone With the Wind is unparalleled in its portrayal of men and women at once larger than life but as real as ourselves. Now bestselling writer Alexandra Ripley brings us back to Tara and reintroduces us to the characters we remember so well: Rhett, Ashley, Mammy, Suellen, Aunt Pittypat, and, of course, Scarlett. As the classic story, first told over half a century ago, moves forward, the greatest love affair in all fiction is reignited; amidst heartbreak and joy, the endless, consuming passion between Scarlett O'Hara and Rhett Butler reaches its startling culmination. Rich with surprises at every turn and new emotional, breathtaking adventures, Scarlett satisfies our longing to reenter the world of Gone With the Wind, and like its predecessor, Scarlett will find an eternal place in our hearts.",55433,896 pages,"['Historical-HistoricalFiction', 'Fiction', 'Romance', 'Classics', 'Historical', 'Romance-HistoricalRomance', 'AdultFiction', 'Adult', 'Novels', 'WomensFiction-ChickLit']"
Glue,3.81,393322157,Irvine Welsh,2001,W.W. Norton &amp,https://www.goodreads.com/book/show/23960.Glue,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357448113l/23960.jpg,"Glue is the story of four boys growing up in the Edinburgh schemes, and about the loyalties, the experiences - and the secrets - that hold them together into their thirties. Four boys becoming men: Juice Terry, the work-shy fanny-merchant, with corkscrew curls and sticky fingers; Billy the boxer: driven, controlled, playing to his strengths; Carl, the Milky Bar Kid, drifting along to his own soundtrack; and the doomed Gally - who has one less skin than everyone else and seems to find catastrophe at every corner. As we follow their lives from the seventies into the new century - from punk to techno, from speed to Es - we can see each of them trying to struggle out from under the weight of the conditioning of class and culture, peer pressure and their parents' hopes that maybe their sons will do better than they did. What binds the four of them is the friendship formed by the scheme, their school, and their ambition to escape from both; their loyalty fused in street morality: back up your mates, don't hit women and, most importantly, never grass - on anyone. Despite its scale and ambition, Glue has all Irvine Welsh's usual pace and vigour, crackling dialogue, scabrous set-pieces and black, black humour, but it is also a grown-up book about growing up - about the way we live our lives, and what happens to us when things become unstuck.",13954,556 pages,"['Fiction', 'Contemporary', 'Novels', 'Drama', 'Thriller', 'Suspense', 'Modern', 'Cultural-Scotland', 'Classics-CultClassics', 'Mystery']"
Without Remorse,4.18,425143325,Tom Clancy,2004,Berkley Publishing Group,https://www.goodreads.com/book/show/19668.Without_Remorse_John_Clark_1_Jack_Ryan_Universe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310082706l/19668.jpg,"John Kelly, former Navy SEAL and Vietnam veteran, is still getting over the accidental death of his wife six months before, when he befriends a young woman with a decidedly checkered past. When that past reaches out for her in a particularly horrifying fashion, he vows revenge and, assembling all of his old skills, sets out to track down the men responsible, before it can happen again.At the same time, the Pentagon is readying an operation to rescue a key group of prisoners in a North Vietnamese prisoner-of-war camp. One man, they find, knows the terrain around the camp better than anyone else they have: a certain former Navy SEAL named John Kelly.Kelly has his own mission. The Pentagon wants him for theirs. Attempting to juggle the two, Kelly (now code-named Mr. Clark) finds himself confronted by a vast array of enemies, both at home and abroad - men so skillful that the slightest misstep means death. And the fate of dozens of people, including Kelly himself, rests on his making sure that misstep never happens.Men aren't born dangerous. They grow dangerous. And the most dangerous of all, Kelly learns, are the ones you least expect...As Clancy takes us through the twists and turns of Without Remorse, he blends the exceptional realism and authenticity that are his hallmarks with intricate plotting, knife-edge suspense and a remarkable cast of characters.",65113,750 pages,"['Fiction', 'Thriller', 'Action', 'SpyThriller-Espionage', 'War-MilitaryFiction', 'Suspense', 'Mystery', 'Adventure', 'Thriller-MysteryThriller', 'War']"
A Woman of Substance,4.18,61008079,Barbara Taylor Bradford,2004,HarperTorch,https://www.goodreads.com/book/show/8155.A_Woman_of_Substance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330029941l/8155.jpg,"A celebration of an indomitable spirit, here is New York Times bestselling author Barbara Taylor Bradford's dazzling saga of a woman who dared to dream--and to triumph against all odds... In the brooding moors above a humble Yorkshire village stood Fairley Hall. There, Emma Harte, its oppressed but resourceful servant girl, acquired a shrewd determination. There, she honed her skills, discovered the meaning of treachery, learned to survive, to become a woman, and vowed to make her mark on the world.In the wake of tragedy she rose from poverty to magnificent wealth as the iron-willed force behind a thriving international enterprise. As one of the richest women in the world Emma Harte has almost everything she fought so hard to achieve--save for the dream of love, and for the passion of the one man she could never have. Through two marriages, two devastating wars, and generations of secrets, Emma's unparalleled success has come with a price. As greed, envy, and revenge consume those closest to her, the brilliant matriarch now finds herself poised to outwit her enemies, and to face the betrayals of the past with the same ingenious resolve that forged her empire.",37832,928 pages,"['Fiction', 'Romance', 'Historical-HistoricalFiction', 'WomensFiction-ChickLit', 'Historical', 'Drama', 'AdultFiction', 'EuropeanLiterature-BritishLiterature', 'Novels', 'Contemporary']"
A Lesson Before Dying,3.96,679455612,Ernest J. Gaines,1997,Alfred A. Knopf,https://www.goodreads.com/book/show/5197.A_Lesson_Before_Dying,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405866945l/5197.jpg,"A Lesson Before Dying is set in a small Cajun community in the late 1940s. Jefferson, a young black man, is an unwitting party to a liquor store shoot out in which three men are killed; the only survivor, he is convicted of murder and sentenced to death. Grant Wiggins, who left his hometown for the university, has returned to the plantation school to teach. As he struggles with his decision whether to stay or escape to another state, his aunt and Jefferson's godmother persuade him to visit Jefferson in his cell and impart his learning and his pride to Jefferson before his death. In the end, the two men forge a bond as they both come to understand the simple heroism of resisting and defying the expected. Ernest J. Gaines brings to this novel the same rich sense of place, the same deep understanding of the human psyche, and the same compassion for a people and their struggle that have informed his previous, highly praised works of fiction.",52533,256 pages,"['Fiction', 'Historical-HistoricalFiction', 'Classics', 'Cultural-AfricanAmerican', 'Academic-School', 'Literature', 'AdultFiction', 'LiteraryFiction', 'Novels', 'Historical']"
The Little Friend,3.47,679439382,Donna Tartt,2002,Alfred A. Knopf,https://www.goodreads.com/book/show/775346.The_Little_Friend,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327936589l/775346.jpg,"Bestselling author Donna Tartt returns with a grandly ambitious and utterly riveting novel of childhood, innocence and evil. The setting is Alexandria, Mississippi, where one Mother’s Day a little boy named Robin Cleve Dufresnes was found hanging from a tree in his parents’ yard. Twelve years later Robin’s murder is still unsolved and his family remains devastated. So it is that Robin’s sister Harriet - unnervingly bright, insufferably determined, and unduly influenced by the fiction of Kipling and Robert Louis Stevenson--sets out to unmask his killer. Aided only by her worshipful friend Hely, Harriet crosses her town’s rigid lines of race and caste and burrows deep into her family’s history of loss.",54333,624 pages,"['Fiction', 'Mystery', 'LiteraryFiction', 'Contemporary', 'Mystery-Crime', 'Novels', 'Literature', 'Literature-American', 'Thriller-MysteryThriller', 'Thriller']"
Pattern Recognition,3.85,399149864,William Gibson,2003,G. P. Putnam's Sons,https://www.goodreads.com/book/show/22320.Pattern_Recognition,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1288326931l/22320.jpg,"Cayce Pollard is an expensive, spookily intuitive market-research consultant. In London on a job, she is offered a secret assignment: to investigate some intriguing snippets of video that have been appearing on the Internet. An entire subculture of people is obsessed with these bits of footage, and anybody who can create that kind of brand loyalty would be a gold mine for Cayce's client. But when her borrowed apartment is burgled and her computer hacked, she realizes there's more to this project than she had expected.Still, Cayce is her father's daughter, and the danger makes her stubborn. Win Pollard, ex-security expert, probably ex-CIA, took a taxi in the direction of the World Trade Center on September 11 one year ago, and is presumed dead. Win taught Cayce a bit about the way agents work. She is still numb at his loss, and, as much for him as for any other reason, she refuses to give up this newly weird job, which will take her to Tokyo and on to Russia. With help and betrayal from equally unlikely quarters, Cayce will follow the trail of the mysterious film to its source, and in the process will learn something about her father's life and death.",48628,367 pages,"['ScienceFiction', 'Fiction', 'ScienceFiction-Cyberpunk', 'Mystery', 'Thriller', 'ScienceFictionFantasy', 'Novels', 'SpeculativeFiction', 'SpyThriller-Espionage', 'Literature']"
Under the Tuscan Sun,3.76,767900383,Frances Mayes,1997,Broadway,https://www.goodreads.com/book/show/480479.Under_the_Tuscan_Sun,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320524083l/480479.jpg,"An enchanting and lyrical look at the life, the traditions, and the cuisine of Tuscany, in the spirit of Peter Mayle's A Year in Provence. Frances Mayes entered a wondrous new world when she began restoring an abandoned villa in the spectacular Tuscan countryside. There were unexpected treasures at every turn: faded frescos beneath the whitewash in her dining room, a vineyard under wildly overgrown brambles in the garden, and, in the nearby hill towns, vibrant markets and delightful people. In Under the Tuscan Sun, she brings the lyrical voice of a poet, the eye of a seasoned traveler, and the discerning palate of a cook and food writer to invite readers to explore the pleasures of Italian life and to feast at her table.",319109,304 pages,"['Travel', 'Nonfiction', 'Autobiography-Memoir', 'Cultural-Italy', 'Biography', 'Romance', 'WomensFiction-ChickLit', 'FoodandDrink-Food', 'Contemporary', 'BiographyMemoir']"
The Great Santini,4.15,553268929,Pat Conroy,1987,Bantam Books,https://www.goodreads.com/book/show/85448.The_Great_Santini,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442599829l/85448._SY475_.jpg,"Step into the powerhouse life of Bull Meecham. He's all Marine --- fighter pilot, king of the clouds, and absolute ruler of his family. Lillian is his wife -- beautiful, southern-bred, with a core of velvet steel. Without her cool head, her kids would be in real trouble. Ben is the oldest, a born athlete whose best never satisfies the big man. Ben's got to stand up, even fight back, against a father who doesn't give in -- not to his men, not to his wife, and certainly not to his son. Bull Meecham is undoubtedly Pat Conroy's most explosive character -- a man you should hate, but a man you will love.",30212,440 pages,"['Fiction', 'American-Southern', 'Contemporary', 'War-MilitaryFiction', 'Historical-HistoricalFiction', 'Novels', 'Literature', 'LiteraryFiction', 'YoungAdult-ComingOfAge', 'Classics']"
Not Without My Daughter,4.11,312925883,Betty Mahmoody,1993,St. Martin's Press,https://www.goodreads.com/book/show/43255.Not_Without_My_Daughter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416296090l/43255.jpg,"In August 1984, Michigan housewife Betty Mahmoody accompanied her husband to his native Iran for a two-week vacation that turned into a permanent stay. To her horror, she found herself and her four-year-old daughter, Mahtob, virtual prisoners of a man rededicated to his Shiite Moslem faith, in a land where women are near-slaves and Americans despised. Their only hope for escape lay in a dangerous underground that would not take her child.",28376,528 pages,"['Nonfiction', 'Biography', 'Autobiography-Memoir', 'Cultural-Iran', 'Biography-Autobiography', 'BiographyMemoir', 'Drama', 'TrueStory', 'Religion-Islam', 'Adult']"
Plum Island,4.04,446605409,Nelson DeMille,1998,Warner Books,https://www.goodreads.com/book/show/33810.Plum_Island,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388460212l/33810.jpg,"The hair-raising suspense of The General's Daughter... the wry wit of The Gold Coast...this is vintage Nelson DeMille at the peak of his originality and the height of his powers.Wounded in the line of duty, NYPD homicide cop John Corey is convalescing in rural eastern Long Island when an attractive young couple he knows is found shot to death on the family patio. The victims were biologists at Plum Island, a research site rumored to be an incubator for germ warfare.Suddenly, a local double murder takes on shattering global implications -- and thrusts Corey and two extraordinary women into a dangerous search for the secret of PLUM ISLAND....",47492,592 pages,"['Fiction', 'Mystery', 'Thriller', 'Suspense', 'Mystery-Crime', 'Thriller-MysteryThriller', 'Mystery-Detective', 'Audiobook', 'Action', 'Adventure']"
Blood and Guts in High School,3.39,080213193X,Kathy Acker,1984,Grove Press,https://www.goodreads.com/book/show/321950.Blood_and_Guts_in_High_School,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327880994l/321950.jpg,"Janey lived in the locked room. Twice a day the Persian slave trader came in and taught her to be a whore. Otherwise there was nothing. One day she found a pencil stub and scrap of paper in a forgotten corner of the room. She began to write down her life, starting with ""Parents stink"" (her father, who is also her boyfriend, has fallen in love with another woman and is about to leave her). With Blood and Guts in High School, Kathy Acker, whose work has been labeled everything from post-punk porn to post-punk feminism, has created a brilliantly subversive narrative built from conversation, description, conjecture, and moments snatched from history and literature.~ groveatlantic.com",5580,165 pages,"['Fiction', 'Feminism', 'Thriller', 'Novels', 'Drama', 'Mystery', 'Suspense', 'Literature', 'Contemporary', 'Womens']"
Every Dead Thing,3.99,067102731X,John Connolly,2000,Pocket,https://www.goodreads.com/book/show/175242.Every_Dead_Thing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393929687l/175242.jpg,"Tortured and brilliant private detective Charlie Parker stars in this thriller by New York Times bestselling author John Connolly.Former NYPD detective Charlie ""Bird"" Parker is on the verge of madness. Tortured by the unsolved slayings of his wife and young daughter, he is a man consumed by guilt, regret, and the desire for revenge. When his former partner asks him to track down a missing girl, Parker finds himself drawn into a world beyond his imagining: a world where thirty-year-old killings remain shrouded in fear and lies, a world where the ghosts of the dead torment the living, a world haunted by the murderer responsible for the deaths in his family—a serial killer who uses the human body to create works of art and takes faces as his prize. But the search awakens buried instincts in Parker: instincts for survival, for compassion, for love, and, ultimately, for killing.Aided by a beautiful young psychologist and a pair of bickering career criminals, Parker becomes the bait in a trap set in the humid bayous of Louisiana, a trap that threatens the lives of everyone in its reach. Driven by visions of the dead and the voice of an old black psychic who met a terrible end, Parker must seek a final, brutal confrontation with a murderer who has moved beyond all notions of humanity, who has set out to create a hell on earth: the serial killer known only as the Traveling Man.In the tradition of classic American detective fiction, Every Dead Thing is a tense, richly plotted thriller, filled with memorable characters and gripping action. It is also a profoundly moving novel, concerned with the nature of loyalty, love, and forgiveness. Lyrical and terrifying, it is an ambitious debut, triumphantly realized.",28833,467 pages,"['Mystery', 'Thriller', 'Mystery-Crime', 'Fiction', 'Horror', 'Thriller-MysteryThriller', 'Suspense', 'Mystery-Detective', 'Fantasy-Paranormal', 'Fantasy-Supernatural']"
The Information,3.51,679735739,Martin Amis,1996,Vintage Books USA,https://www.goodreads.com/book/show/380017.The_Information,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327653211l/380017.jpg,"Fame, envy, lust, violence, intrigues literary and criminal - they're all here in The Information. How does one writer hurt another writer? This is the question novelist Richard Tull mills over, for his friend Gwyn Barry has become a darling of book buyers, award committees, and TV interviewers, even as Tull himself sinks deeper into the sub-basement of literary failure. The only way out of this predicament, Tull believes, is to plot the demise of Barry.""With The Information, Amis delivers a portrait of middle-age realignment with more verbal felicity and unbridled reach than [anyone] since Tom Wolfe forged Bonfire of the Vanities.""Houston Chronicle",6823,374 pages,"['Fiction', 'Thriller', 'Novels', 'Suspense', 'Drama', 'Mystery', 'Contemporary', 'Literature', 'EuropeanLiterature-BritishLiterature', 'LiteraryFiction']"
The Long Walk: The True Story of a Trek to Freedom,4.22,1558216847,Slavomir Rawicz,1997,The Lyons Press,https://www.goodreads.com/book/show/9013.The_Long_Walk,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417980460l/9013.jpg,"The harrowing true tale of seven escaped Soviet prisoners who desperately marched out of Siberia through China, the Gobi Desert, Tibet, and over the Himalayas to British India.",16783,256 pages,"['Nonfiction', 'History', 'Adventure', 'Biography', 'Autobiography-Memoir', 'Travel', 'Cultural-Russia', 'Adventure-Survival', 'War', 'Biography-Autobiography']"
Stolen,4.13,670031372,Kelley Armstrong,2003,Viking Books,https://www.goodreads.com/book/show/11922.Stolen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1300923278l/11922.jpg,"It was in Bitten, Kelley Armstrong's debut novel, that thirty-year-old Elena Michaels came to terms with her feral appetites and claimed the proud identity of a beautiful, successful woman and the only living female werewolf.  In Stolen, on a mission for her own elite pack, she is lured into the net of ruthless Internet billionaire Tyrone Winsloe, who has funded a bogus scientific investigation of the ""other races"" and their supernatural powers. Kidnapped and studied in his underground lab deep in the Maine woods, these paranormals - witches, vampires, shamans, werewolves - are then released and hunted to the death in a real-world video game. But when Winsloe captures Elena, he finally meets his match.",45083,468 pages,"['Fantasy-UrbanFantasy', 'Fantasy-Paranormal', 'Fantasy', 'Shapeshifters-Werewolves', 'Romance', 'Romance-ParanormalRomance', 'Fantasy-Supernatural', 'Paranormal-Vampires', 'Fiction', 'Adult']"
The Dark Half,3.79,451167317,Stephen King,1994,Signet Book,https://www.goodreads.com/book/show/11597.The_Dark_Half,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430122353l/11597.jpg,"Thad Beaumont would like to say he is innocent. He'd like to say he has nothing to do with the series of monstrous murders that keep coming closer to his home. But how can Thad disown the ultimate embodiment of evil that goes by the name he gave it-and signs its crimes with Thad's bloody fingerprints?________________________Alternate cover editions:New English Library, 1990New English Library Early Export Edition, 1990",128409,469 pages,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Fantasy-Supernatural', 'Mystery', 'Suspense', 'Novels', 'Fantasy-Paranormal', 'Audiobook']"
Ellen Foster,3.78,375703055,Kaye Gibbons,1997,Vintage Books,https://www.goodreads.com/book/show/277397.Ellen_Foster,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924673l/277397.jpg,"""When I was little I would think of ways to kill my daddy. I would figure out this or that way and run it down through my head until it got easy."" So begins the tale of Ellen Foster, the brave and engaging heroine of Kay Gibbons's first novel, which won the Sue Kaufman Prize from the American Academy of Institute of Arts and Letters. Wise, funny, affectionate, and true, Ellen Foster is, as Walker Percy called it, ""The real thing. Which is to say, a lovely, sometimes heartwrenching novel. . . . [Ellen Foster] is as much a part of the backwoods South as a Faulkner character—and a good deal more endearing.""",28732,126 pages,"['Fiction', 'American-Southern', 'YoungAdult', 'YoungAdult-ComingOfAge', 'Contemporary', 'AdultFiction', 'LiteraryFiction', 'Academic-School', 'Novels', 'Classics']"
When Christ and His Saints Slept,4.22,345396685,Sharon Kay Penman,1996,Ballantine Books,https://www.goodreads.com/book/show/43841.When_Christ_and_His_Saints_Slept,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333577582l/43841.jpg,"A.D. 1135. As church bells tolled for the death of England's King Henry I, his barons faced the unwelcome prospect of being ruled by a woman: Henry's beautiful daughter Maude, Countess of Anjou. But before Maude could claim her throne, her cousin Stephen seized it. In their long and bitter struggle, all of England bled and burned.Sharon Kay Penman's magnificent fifth novel summons to life a spectacular medieval tragedy whose unfolding breaks the heart even as it prepares the way for splendors to come—the glorious age of Eleanor of Aquitaine and the Plantagenets that would soon illumine the world.",15118,784 pages,"['Historical-HistoricalFiction', 'Fiction', 'Historical', 'Historical-Medieval', 'EuropeanLiterature-BritishLiterature', 'Literature-thCentury', 'Historical-Plantagenet', 'Cultural-France', 'Romance', 'Adult']"
Stiff: The Curious Lives of Human Cadavers,4.05,393050939,Mary Roach,2003,W. W. Norton &amp,https://www.goodreads.com/book/show/32145.Stiff,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347656489l/32145.jpg,"Stiff is an oddly compelling, often hilarious exploration of the strange lives of our bodies postmortem. For two thousand years, cadavers—some willingly, some unwittingly—have been involved in science's boldest strides and weirdest undertakings. In this fascinating account, Mary Roach visits the good deeds of cadavers over the centuries and tells the engrossing story of our bodies when we are no longer with them.",183434,303 pages,"['Nonfiction', 'Science', 'Humor', 'Medical', 'Health-Medicine', 'Death', 'Audiobook', 'History', 'Adult', 'Science-Biology']"
The Human Stain,3.89,618059458,Philip Roth,2000,Houghton Mifflin Company,https://www.goodreads.com/book/show/11734.The_Human_Stain,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308953496l/11734.jpg,"It is 1998, the year in which America is whipped into a frenzy of prurience by the impeachment of a president, and in a small New England town an aging Classics professor, Coleman Silk, is forced to retire when his colleagues decree that he is a racist. The charge is a lie, but the real truth about Silk would astonish even his most virulent accuser.Coleman Silk has a secret, one which has been kept for fifty years from his wife, his four children, his colleagues, and his friends, including the writer Nathan Zuckerman. It is Zuckerman who stumbles upon Silk's secret and sets out to reconstruct the unknown biography of this eminent, upright man, esteemed as an educator for nearly all his life, and to understand how this ingeniously contrived life came unraveled. And to understand also how Silk's astonishing private history is, in the words of the Wall Street Journal, ""magnificently"" interwoven with ""the larger public history of modern America.""",35091,361 pages,"['Fiction', 'Novels', 'Literature', 'Literature-American', 'Contemporary', 'LiteraryFiction', 'Classics', 'TheUnitedStatesOfAmerica', 'American-Americana', 'Literature-Jewish']"
Push,3.85,679766758,Sapphire,1997,Vintage Books USA,https://www.goodreads.com/book/show/71332.Push,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414633395l/71332.jpg,"Precious Jones, an illiterate sixteen-year-old, has up until now been invisible: invisible to the father who rapes her and the mother who batters her and to the authorities who dismiss her as just one more of Harlem's casualties. But when Precious, pregnant with a second child by her father, meets a determined and highly radical teacher, we follow her on a journey of education and enlightenment as Precious learns not only how to write about her life, but how to make it her own for the first time.",48877,177 pages,"['Fiction', 'YoungAdult', 'Contemporary', 'Cultural-AfricanAmerican', 'Sociology-Abuse', 'AdultFiction', 'RealisticFiction', 'Adult', 'Novels', 'YoungAdult-ComingOfAge']"
Generation X: Tales for an Accelerated Culture,3.73,031205436X,Douglas Coupland,1992,St. Martin's Press,https://www.goodreads.com/book/show/3378.Generation_X,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485623844l/3378._SY475_.jpg,"Andy, Dag and Claire have been handed a society priced beyond their means. Twentysomethings, brought up with divorce, Watergate and Three Mile Island, and scarred by the 80s fall-out of yuppies, recession, crack and Ronald Reagan, they represent the new generation - Generation X.Fiercely suspicious of being lumped together as an advertiser's target market, they have quit dreary careers and cut themselves adrift in the California desert. Unsure of their futures, they immerse themselves in a regime of heavy drinking and working at no-future McJobs in the service industry.Underemployed, overeducated, intensely private and unpredictable, they have nowhere to direct their anger, no one to assuage their fears, and no culture to replace their anomie. So they tell stories; disturbingly funny tales that reveal their barricaded inner world. A world populated with dead TV shows, 'Elvis moments' and semi-disposable Swedish furniture...",27170,211 pages,"['Fiction', 'Contemporary', 'Cultural-Canada', 'Novels', 'Literature', 'Classics', 'LiteraryFiction', 'ShortStories', 'Literature-thCentury', 'Literature-American']"
The Total Money Makeover: A Proven Plan for Financial Fitness,4.25,785263268,Dave Ramsey,2003,Nelson Books,https://www.goodreads.com/book/show/78427.The_Total_Money_Makeover,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441590984l/78427._SX318_.jpg,"If you will live like no one else, later you can ""live"" like no one else.Build up your money muscles with America's favorite finance coach.Okay, folks, do you want to turn those fat and flabby expenses into a well-toned budget? Do you want to transform your sad and skinny little bank account into a bulked-up cash machine? Then get with the program, people. There's one sure way to whip your finances into shape, and that's with ""The Total Money Makeover: Classic Edition"".By now, you've heard all the nutty get-rich-quick schemes, the fiscal diet fads that leave you with a lot of kooky ideas but not a penny in your pocket. Hey, if you're tired of the lies and sick of the false promises, take a look at this--it's the simplest, most straightforward game plan for completely making over your money habits. And it's based on results, not pie-in-the-sky fantasies. With ""The Total Money Makeover: Classic Edition,"" you'll be able to:Design a sure-fire plan for paying off all debt--meaning cars, houses, everything Recognize the 10 most dangerous money myths (these will kill you) Secure a big, fat nest egg for emergencies and retirement!",76612,229 pages,"['Nonfiction', 'Economics-Finance', 'SelfHelp', 'Finance-PersonalFinance', 'Business', 'Currency-Money', 'SelfHelp-PersonalDevelopment', 'Audiobook', 'Economics', 'Christian']"
Dragonsong,4.19,553234609,Anne McCaffrey,1977,Bantam Books,https://www.goodreads.com/book/show/28541.Dragonsong,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407659596l/28541.jpg,"It was not Threadfall that made Menolly unhappy. It was her father who betrayed her ambition to be a Harper, who thwarted her love of music. Menolly had no choice but to run away. She came upon a group of fire lizards, wild relatives of the fire-breathing dragons. Her music swirled about them; she taught nine to sing, suddenly Menolly was no longer alone.",54715,192 pages,"['Fantasy', 'ScienceFiction', 'Fantasy-Dragons', 'YoungAdult', 'Fiction', 'ScienceFictionFantasy', 'Adventure', 'Childrens', 'Childrens-MiddleGrade', 'Fantasy-HighFantasy']"
Stone Butch Blues,4.37,156341029X,Leslie Feinberg,1993,Firebrand Books,https://www.goodreads.com/book/show/139569.Stone_Butch_Blues,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328758827l/139569.jpg,"Woman or man? This internationally acclaimed novel looks at the world through the eyes of Jess Goldberg, a masculine girl growing up in the ""Ozzie and Harriet"" McCarthy era and coming out as a young butch lesbian in the pre-Stonewall gay drag bars of a blue-collar town. Stone Butch Blues traces a propulsive journey, powerfully evoking history and politics while portraying an extraordinary protagonist full of longing, vulnerability, and working-class grit. This once-underground classic takes the reader on a roller-coaster ride of gender transformation and exploration and ultimately speaks to the heart of anyone who has ever suffered or gloried in being different.",19544,308 pages,"['GLBT-Queer', 'LGBT', 'Fiction', 'Feminism', 'Gender', 'LGBT-Lesbian', 'Classics', 'LGBT-Transgender', 'Historical-HistoricalFiction', 'LGBT-Gay']"
The Sea Wolf,4.05,553212257,Jack London,1992,Bantam Books,https://www.goodreads.com/book/show/43049.The_Sea_Wolf,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389481608l/43049.jpg,"The Sea-Wolf is a 1904 psychological adventure novel by Jack London about a literary critic Humphrey van Weyden.The story starts with him aboard a San Francisco ferry, called Martinez, which collides with another ship in the fog and sinks. He is set adrift in the Bay, eventually being picked up by Wolf Larsen.Larsen is the captain of a seal-hunting schooner, the Ghost. Brutal and cynical, yet also highly intelligent and intellectual, he rules over his ship and terrorizes the crew with the aid of his exceptionally great physical strength.",25648,425 pages,"['Classics', 'Fiction', 'Adventure', 'Literature', 'Historical-HistoricalFiction', 'Novels', 'Literature-American', 'Historical', 'Classics-ClassicLiterature', 'Literature-thCentury']"
L.A. Confidential,4.19,446674249,James Ellroy,1997,Warner Books,https://www.goodreads.com/book/show/57727.L_A_Confidential,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348575361l/57727.jpg,"Christmas 1951, Los Angeles: a city where the police are as corrupt as the criminals. Six prisoners are beaten senseless in their cells by cops crazed on alcohol. For the three LAPD detectives involved, it will expose the guilty secrets on which they have built their corrupt and violent careers. The novel takes these cops on a sprawling epic of brutal violence and the murderous seedy side of Hollywood. One of the best crime novels ever written, it is the heart of Ellroy's four-novel masterpiece, the LA Quartet, and an example of crime writing at its most powerful.",32419,496 pages,"['Fiction', 'Mystery-Crime', 'Mystery', 'Mystery-Noir', 'Thriller', 'Historical-HistoricalFiction', 'Mystery-Detective', 'Thriller-MysteryThriller', 'Mystery-HardBoiled', 'Novels']"
